Real distance: 0.2173, model distance: 0.2585, diff: 0.0412
Real distance: 0.1011, model distance: 0.1319, diff: 0.0308
Real distance: 0.4717, model distance: 0.4228, diff: 0.0489
Real distance: 0.0099, model distance: 0.0106, diff: 0.0007
Real distance: 0.1082, model distance: 0.1602, diff: 0.0520
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2187, model distance: 0.2526, diff: 0.0340
Real distance: 0.0179, model distance: 0.0435, diff: 0.0256
Real distance: 0.3521, model distance: 0.3613, diff: 0.0092
Real distance: 0.0351, model distance: 0.1021, diff: 0.0670
Real distance: 0.5567, model distance: 0.5338, diff: 0.0229
Real distance: 0.3546, model distance: 0.3674, diff: 0.0127
Real distance: 0.0938, model distance: 0.1247, diff: 0.0309
Real distance: 0.1790, model distance: 0.1941, diff: 0.0151
Real distance: 0.0087, model distance: 0.0069, diff: 0.0017
Real distance: 0.3488, model distance: 0.3160, diff: 0.0328
Real distance: 0.2638, model distance: 0.2776, diff: 0.0138
Real distance: 0.0845, model distance: 0.1248, diff: 0.0403
Real distance: 0.0216, model distance: 0.0496, diff: 0.0280
Real distance: 0.0177, model distance: 0.0590, diff: 0.0413
Real distance: 0.0167, model distance: 0.0410, diff: 0.0243
Real distance: 0.3487, model distance: 0.3302, diff: 0.0185
Real distance: 0.5424, model distance: 0.4997, diff: 0.0426
Real distance: 0.0169, model distance: 0.0470, diff: 0.0301
Real distance: 0.2321, model distance: 0.2429, diff: 0.0108
Real distance: 0.0677, model distance: 0.1198, diff: 0.0520
Real distance: 0.0108, model distance: 0.0384, diff: 0.0276
Real distance: 0.1906, model distance: 0.2107, diff: 0.0202
Real distance: 0.0045, model distance: 0.0216, diff: 0.0171
Real distance: 0.1551, model distance: 0.1881, diff: 0.0329
Real distance: 0.0094, model distance: 0.0456, diff: 0.0363
Real distance: 0.5199, model distance: 0.5056, diff: 0.0143
Real distance: 0.1066, model distance: 0.1329, diff: 0.0263
Real distance: 0.1607, model distance: 0.1681, diff: 0.0074
Real distance: 0.0966, model distance: 0.1478, diff: 0.0512
Real distance: 0.1759, model distance: 0.2358, diff: 0.0599
Real distance: 0.0060, model distance: 0.0047, diff: 0.0013
Real distance: 0.3279, model distance: 0.2939, diff: 0.0340
Real distance: 0.0262, model distance: 0.0539, diff: 0.0278
Real distance: 0.5644, model distance: 0.5350, diff: 0.0293
Real distance: 0.5172, model distance: 0.4666, diff: 0.0506
Real distance: 0.5731, model distance: 0.5351, diff: 0.0380
Real distance: 0.0242, model distance: 0.0617, diff: 0.0375
Real distance: 0.2605, model distance: 0.2485, diff: 0.0119
Real distance: 0.1351, model distance: 0.1608, diff: 0.0257
Real distance: 0.3253, model distance: 0.3193, diff: 0.0060
Real distance: 0.0186, model distance: 0.0598, diff: 0.0412
Real distance: 0.2425, model distance: 0.2614, diff: 0.0189
Real distance: 0.1306, model distance: 0.1557, diff: 0.0251
Real distance: 0.6553, model distance: 0.6770, diff: 0.0217
Real distance: 0.0045, model distance: 0.0130, diff: 0.0085
Real distance: 0.0080, model distance: 0.0038, diff: 0.0042
Real distance: 0.0999, model distance: 0.1324, diff: 0.0326
Real distance: 0.0354, model distance: 0.0827, diff: 0.0474
Real distance: 0.2853, model distance: 0.2972, diff: 0.0119
Real distance: 0.0511, model distance: 0.1038, diff: 0.0527
Real distance: 0.4701, model distance: 0.4597, diff: 0.0103
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.0891, model distance: 0.1633, diff: 0.0742
Real distance: 0.1097, model distance: 0.1356, diff: 0.0259
Real distance: 0.5295, model distance: 0.4854, diff: 0.0441
Real distance: 0.0834, model distance: 0.1129, diff: 0.0295
Real distance: 0.1384, model distance: 0.1606, diff: 0.0222
Real distance: 0.1578, model distance: 0.2185, diff: 0.0607
Real distance: 0.0096, model distance: 0.0186, diff: 0.0090
Real distance: 0.1766, model distance: 0.2348, diff: 0.0582
Real distance: 0.3475, model distance: 0.3159, diff: 0.0316
Real distance: 0.0226, model distance: 0.0616, diff: 0.0390
Real distance: 0.0311, model distance: 0.0859, diff: 0.0548
Real distance: 0.6213, model distance: 0.6170, diff: 0.0043
Real distance: 0.1092, model distance: 0.1629, diff: 0.0537
Real distance: 0.2231, model distance: 0.2620, diff: 0.0389
Real distance: 0.0153, model distance: 0.0536, diff: 0.0383
Real distance: 0.3105, model distance: 0.3312, diff: 0.0208
Real distance: 0.0106, model distance: 0.0201, diff: 0.0095
Real distance: 0.1036, model distance: 0.1425, diff: 0.0389
Real distance: 0.5670, model distance: 0.5310, diff: 0.0360
Real distance: 0.0123, model distance: 0.0292, diff: 0.0169
Real distance: 0.0190, model distance: 0.0629, diff: 0.0440
Real distance: 0.1248, model distance: 0.1786, diff: 0.0539
Real distance: 0.1732, model distance: 0.2255, diff: 0.0523
Real distance: 0.1912, model distance: 0.2066, diff: 0.0154
Real distance: 0.3664, model distance: 0.3685, diff: 0.0021
Real distance: 0.2779, model distance: 0.2706, diff: 0.0073
Real distance: 0.0366, model distance: 0.0770, diff: 0.0403
Real distance: 0.0724, model distance: 0.1427, diff: 0.0703
Real distance: 0.0053, model distance: 0.0095, diff: 0.0042
Real distance: 0.0081, model distance: 0.0192, diff: 0.0111
Real distance: 0.2184, model distance: 0.2234, diff: 0.0050
Real distance: 0.5611, model distance: 0.5357, diff: 0.0253
Real distance: 0.6293, model distance: 0.6310, diff: 0.0017
Real distance: 0.3280, model distance: 0.3160, diff: 0.0120
Real distance: 0.6051, model distance: 0.5932, diff: 0.0119
Real distance: 0.5612, model distance: 0.5319, diff: 0.0293
Real distance: 0.2538, model distance: 0.2923, diff: 0.0385
Real distance: 0.0288, model distance: 0.0596, diff: 0.0308
Real distance: 0.3398, model distance: 0.3067, diff: 0.0332
Real distance: 0.1895, model distance: 0.2208, diff: 0.0313
Real distance: 0.6277, model distance: 0.6345, diff: 0.0069
Real distance: 0.0273, model distance: 0.0576, diff: 0.0303
Real distance: 0.2759, model distance: 0.2922, diff: 0.0163
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.4964, model distance: 0.4605, diff: 0.0359
Real distance: 0.1465, model distance: 0.2090, diff: 0.0624
Real distance: 0.0000, model distance: 0.0000, diff: 0.0000
Real distance: 0.2446, model distance: 0.2530, diff: 0.0084
Real distance: 0.0272, model distance: 0.0641, diff: 0.0369
Real distance: 0.3020, model distance: 0.3263, diff: 0.0243
Real distance: 0.0099, model distance: 0.0187, diff: 0.0087
Real distance: 0.2126, model distance: 0.2123, diff: 0.0003
Real distance: 0.0095, model distance: 0.0214, diff: 0.0119
Real distance: 0.3303, model distance: 0.2984, diff: 0.0319
Real distance: 0.1405, model distance: 0.1591, diff: 0.0186
Real distance: 0.5881, model distance: 0.5643, diff: 0.0237
Real distance: 0.2567, model distance: 0.2722, diff: 0.0155
Real distance: 0.0065, model distance: 0.0023, diff: 0.0041
Real distance: 0.0243, model distance: 0.0546, diff: 0.0303
Real distance: 0.1376, model distance: 0.1650, diff: 0.0274
Real distance: 0.0830, model distance: 0.1222, diff: 0.0392
Real distance: 0.5180, model distance: 0.4739, diff: 0.0440
Real distance: 0.1005, model distance: 0.1390, diff: 0.0385
Real distance: 0.1249, model distance: 0.1664, diff: 0.0415
Real distance: 0.5871, model distance: 0.5528, diff: 0.0343
Real distance: 0.0127, model distance: 0.0295, diff: 0.0168
Real distance: 0.1227, model distance: 0.1507, diff: 0.0279
Real distance: 0.0918, model distance: 0.1269, diff: 0.0352
Real distance: 0.3447, model distance: 0.3559, diff: 0.0112
Real distance: 0.4649, model distance: 0.4078, diff: 0.0571
Real distance: 0.5789, model distance: 0.5618, diff: 0.0171
Real distance: 0.0415, model distance: 0.0983, diff: 0.0568
Real distance: 0.1668, model distance: 0.1775, diff: 0.0107
Real distance: 0.2446, model distance: 0.2676, diff: 0.0229
Real distance: 0.0083, model distance: 0.0104, diff: 0.0021
Real distance: 0.0085, model distance: 0.0208, diff: 0.0123
Real distance: 0.0614, model distance: 0.1249, diff: 0.0634
Real distance: 0.1657, model distance: 0.1801, diff: 0.0144
Real distance: 0.4449, model distance: 0.4328, diff: 0.0121
Real distance: 0.1540, model distance: 0.2066, diff: 0.0525
Real distance: 0.2543, model distance: 0.2496, diff: 0.0047
Real distance: 0.5003, model distance: 0.4629, diff: 0.0374
Real distance: 0.4617, model distance: 0.4401, diff: 0.0216
Real distance: 0.1455, model distance: 0.1759, diff: 0.0305
Real distance: 0.0175, model distance: 0.0420, diff: 0.0245
Real distance: 0.0569, model distance: 0.1283, diff: 0.0714
Real distance: 0.2418, model distance: 0.2889, diff: 0.0471
Real distance: 0.0680, model distance: 0.1401, diff: 0.0721
Real distance: 0.6106, model distance: 0.6041, diff: 0.0066
Real distance: 0.0926, model distance: 0.1422, diff: 0.0496
Real distance: 0.0671, model distance: 0.1039, diff: 0.0369
Real distance: 0.2463, model distance: 0.2367, diff: 0.0096
Real distance: 0.1023, model distance: 0.1722, diff: 0.0700
Real distance: 0.1322, model distance: 0.1885, diff: 0.0563
Real distance: 0.0262, model distance: 0.0565, diff: 0.0303
Real distance: 0.0670, model distance: 0.1088, diff: 0.0418
Real distance: 0.0116, model distance: 0.0223, diff: 0.0107
Real distance: 0.0124, model distance: 0.0296, diff: 0.0171
Real distance: 0.1337, model distance: 0.1841, diff: 0.0503
Real distance: 0.1359, model distance: 0.1622, diff: 0.0263
Real distance: 0.2928, model distance: 0.2680, diff: 0.0248
Real distance: 0.3544, model distance: 0.3643, diff: 0.0099
Real distance: 0.0554, model distance: 0.0900, diff: 0.0346
Real distance: 0.0147, model distance: 0.0350, diff: 0.0203
Real distance: 0.1258, model distance: 0.1599, diff: 0.0341
Real distance: 0.3201, model distance: 0.2956, diff: 0.0245
Real distance: 0.2795, model distance: 0.2864, diff: 0.0068
Real distance: 0.2139, model distance: 0.2136, diff: 0.0003
Real distance: 0.0100, model distance: 0.0298, diff: 0.0198
